user_id,trip_id,start_lat,start_lon,end_lat,end_lon,distance_km,speed_kmh,traffic,weather,vehicle_type,timestamp,day_of_week,is_weekend
U6195,T15095,24.1071,67.5106,24.0393,67.5833,21.82,49.746923948857514,Low,Clear,Bike,2025-01-25 12:07:00,5,1
U6196,T15096,24.4266,67.0047,24.2718,67.2497,26.21,26.80716762391935,Medium,Rain,Bike,2025-01-23 15:23:00,3,0
U6197,T15097,24.8494,67.5134,24.6638,67.6304,7.87,53.86952405494291,Low,Clear,Car,2025-01-26 23:14:00,6,1
U6198,T15098,25.1456,66.8772,25.4637,66.831,19.92,47.709683796342645,Low,Clear,Bike,2025-01-01 22:56:00,2,0
U6199,T15099,25.1939,67.6296,25.6406,67.6769,1.59,33.510100631057746,Low,Clear,Bike,2025-01-17 05:37:00,4,0
U6200,T15100,24.7889,67.0699,25.1638,67.3734,11.0,67.59677932265097,Low,Clear,Bike,2025-01-27 03:32:00,0,0
U6201,T15101,24.1721,67.4751,24.0895,67.4899,19.2,52.77787439563677,Medium,Clear,Bus,2025-01-25 21:36:00,5,1
U6202,T15102,25.1595,67.7295,25.2327,68.2062,2.14,25.737108748852847,Medium,Clear,Car,2025-01-18 10:28:00,5,1
U6203,T15103,24.7577,66.9473,24.4199,66.6286,17.22,35.35076814270788,Low,Clear,Bus,2025-01-26 05:24:00,6,1
U6204,T15104,24.9954,67.5105,24.6753,67.5537,5.51,32.69709811423719,Medium,Clear,Bus,2025-01-12 17:17:00,6,1
U6205,T15105,24.3459,67.3825,24.3151,67.629,2.22,55.110079668729455,Low,Clear,Bus,2025-01-06 11:10:00,0,0
U6206,T15106,24.4946,66.6493,24.1177,66.5372,14.77,43.83597200813521,Low,Clear,Car,2025-01-23 14:37:00,3,0
U6207,T15107,24.0675,67.0309,24.1557,67.3726,29.9,22.89478517612148,Medium,Rain,Bike,2025-01-30 09:37:00,3,0
U6208,T15108,24.0043,67.7473,24.2149,68.0346,28.06,24.338369857196533,High,Clear,Bike,2025-01-17 10:24:00,4,0
U6209,T15109,25.3603,67.223,25.0613,66.8628,4.86,25.63612377115034,High,Clear,Bike,2025-01-17 11:59:00,4,0
U6210,T15110,24.4374,67.7645,24.6486,67.4247,8.21,18.694359860097425,High,Clear,Car,2025-01-21 18:54:00,1,0
U6211,T15111,24.7508,67.4066,25.1357,67.7985,12.4,41.83217133690437,Low,Clear,Car,2025-01-13 04:12:00,0,0
U6212,T15112,24.405,67.2246,24.3873,67.1745,16.32,39.23275031511394,Low,Clear,Car,2025-01-30 07:44:00,3,0
U6213,T15113,24.0949,66.9861,23.9597,66.9666,3.91,40.08683800604075,Low,Rain,Car,2025-01-03 03:51:00,4,0
U6214,T15114,25.1688,67.326,25.1141,67.3152,1.94,30.12298296988604,High,Clear,Car,2025-01-26 14:48:00,6,1
U6215,T15115,24.8159,67.1871,24.8658,67.4141,6.69,44.709830163993956,Medium,Clear,Car,2025-01-07 11:30:00,1,0
U6216,T15116,25.1841,67.0439,25.3617,66.7984,15.81,27.429029985632745,Medium,Clear,Car,2025-01-14 16:37:00,1,0
U6217,T15117,24.4685,66.7687,24.5358,67.1092,14.08,49.742861480166454,Low,Clear,Bike,2025-01-06 06:26:00,0,0
U6218,T15118,24.1427,67.5141,24.0123,67.7644,5.1,36.228279151904324,Medium,Fog,Bike,2025-01-17 08:24:00,4,0
U6219,T15119,25.3068,66.7932,25.1543,66.5673,14.64,65.86279657406068,Low,Clear,Car,2025-01-06 12:10:00,0,0
U6220,T15120,25.1867,67.6552,25.4593,67.7594,23.34,43.2629502024919,Medium,Clear,Bike,2025-01-03 09:27:00,4,0
U6221,T15121,25.3807,67.742,25.7224,67.4423,25.1,57.78079718773039,Low,Clear,Bus,2025-01-09 15:58:00,3,0
U6222,T15122,24.2746,67.4993,23.9639,67.2509,15.09,22.04071696431032,Medium,Fog,Car,2025-01-09 08:53:00,3,0
U6223,T15123,24.3513,66.7399,24.7311,66.2417,1.93,49.50856109750714,Low,Clear,Car,2025-01-26 15:21:00,6,1
U6224,T15124,24.8954,66.6319,25.0904,66.2641,5.02,19.262883695261795,High,Clear,Bus,2025-01-29 08:52:00,2,0
U6225,T15125,25.4025,67.103,25.4035,67.1471,10.09,30.528178667510172,Medium,Clear,Car,2025-01-23 18:47:00,3,0
U6226,T15126,24.6722,66.6096,24.8445,66.2604,5.57,44.45099379048362,Low,Clear,Bus,2025-01-25 23:14:00,5,1
U6227,T15127,24.9805,66.8272,25.4052,66.7624,9.71,19.91942653024094,High,Fog,Bus,2025-01-27 21:53:00,0,0
U6228,T15128,24.5408,67.1745,24.7838,66.8623,4.37,43.412455032905896,Medium,Clear,Car,2025-01-18 13:03:00,5,1
U6229,T15129,25.1464,67.7975,25.0122,67.4012,7.36,51.90227344521461,Medium,Clear,Bike,2025-01-03 15:47:00,4,0
U6230,T15130,24.3561,67.4702,24.1187,67.1808,13.44,55.98309006460899,Low,Clear,Car,2025-01-27 02:27:00,0,0
U6231,T15131,24.7764,67.6193,25.1479,67.1198,21.63,33.31273809430239,Medium,Clear,Bike,2025-01-03 15:09:00,4,0
U6232,T15132,24.2861,67.7411,24.4779,67.7699,8.65,40.16938383560858,Low,Clear,Bus,2025-01-05 04:32:00,6,1
U6233,T15133,25.462,67.2026,25.9485,66.7034,15.74,46.6969028469874,Low,Clear,Bike,2025-01-02 21:14:00,3,0
U6234,T15134,24.0086,66.9577,23.5435,67.1145,16.78,45.89918598954598,Low,Fog,Car,2025-01-30 12:00:00,3,0
U6235,T15135,24.1885,67.9066,24.147,67.6958,10.47,52.16440654309195,Low,Clear,Bus,2025-01-09 20:35:00,3,0
U6236,T15136,24.7641,67.3852,25.2616,67.8749,1.71,27.26972365977449,Low,Rain,Bike,2025-01-26 14:46:00,6,1
U6237,T15137,25.2956,66.8056,24.8432,67.3014,22.4,28.02722539731264,High,Clear,Bike,2025-01-05 10:21:00,6,1
U6238,T15138,24.6986,66.9325,24.4924,67.2483,3.55,63.8346976199085,Low,Clear,Bus,2025-01-24 23:21:00,4,0
U6239,T15139,25.4562,66.7962,25.2913,66.9963,6.0,24.688210655578057,Medium,Clear,Bus,2025-01-10 04:19:00,4,0
U6240,T15140,24.6023,67.7201,25.0745,67.248,4.81,27.7325311627931,Medium,Clear,Car,2025-01-01 02:36:00,2,0
U6241,T15141,24.8912,67.5461,25.3031,67.7329,13.67,35.01139298769814,Medium,Clear,Car,2025-01-10 04:19:00,4,0
U6242,T15142,25.3233,67.804,25.2173,67.3663,15.15,29.62476751616507,High,Clear,Car,2025-01-12 17:02:00,6,1
U6243,T15143,24.8507,67.1045,25.0595,66.6793,23.79,36.02937485846568,Low,Fog,Bus,2025-01-04 15:45:00,5,1
U6244,T15144,25.0312,66.6958,24.7698,66.2266,3.33,57.048109884936416,Low,Clear,Bus,2025-01-13 01:02:00,0,0
U6245,T15145,24.4048,67.9243,24.9037,68.1572,1.26,51.96022661706204,Medium,Clear,Bike,2025-01-29 21:16:00,2,0
U6246,T15146,25.19,66.6195,24.8729,66.7376,18.87,30.603258030486657,Medium,Rain,Bus,2025-01-30 19:26:00,3,0
U6247,T15147,25.2425,67.2567,25.6798,67.5031,13.9,16.908639627582506,Medium,Fog,Bike,2025-01-29 19:35:00,2,0
U6248,T15148,24.3904,67.7653,24.0137,67.4203,23.74,38.02801397660508,Medium,Rain,Bus,2025-01-15 15:16:00,2,0
U6249,T15149,24.6106,67.0966,25.0162,67.5567,21.7,60.35791868211294,Low,Clear,Bus,2025-01-10 01:14:00,4,0
U6250,T15150,25.1325,67.462,24.6367,67.2327,29.99,42.21437793206227,Low,Fog,Bike,2025-01-22 02:34:00,2,0
U6251,T15151,25.2799,67.89,25.5694,68.3257,19.16,32.2548737703083,High,Clear,Bus,2025-01-18 17:48:00,5,1
U6252,T15152,24.3499,67.2651,24.8258,67.6319,13.12,65.56723198612593,Low,Clear,Car,2025-01-16 04:47:00,3,0
U6253,T15153,25.3839,67.9897,25.5889,67.5366,15.13,43.92413115265853,Low,Clear,Car,2025-01-25 11:11:00,5,1
U6254,T15154,25.4242,66.9966,25.2748,67.028,18.41,25.774672274929074,High,Clear,Car,2025-01-03 13:41:00,4,0
U6255,T15155,24.635,67.0549,24.8912,67.3005,6.68,22.059684144987447,High,Clear,Bike,2025-01-05 10:50:00,6,1
U6256,T15156,24.7093,67.5597,25.1657,67.3081,11.45,36.516190946244706,Medium,Rain,Bus,2025-01-01 14:00:00,2,0
U6257,T15157,25.0619,67.3914,24.8223,67.4105,28.48,39.57548263516326,Low,Rain,Bus,2025-01-19 05:40:00,6,1
U6258,T15158,24.3327,66.729,24.4663,67.0083,9.51,35.855820802928406,Medium,Clear,Bus,2025-01-14 12:38:00,1,0
U6259,T15159,25.0613,66.7925,25.0456,66.5681,21.37,24.328500411887436,Medium,Clear,Bike,2025-01-18 20:12:00,5,1
U6260,T15160,25.431,67.794,25.8876,68.0332,26.34,40.4266805915665,Medium,Clear,Car,2025-01-22 08:42:00,2,0
U6261,T15161,25.4058,67.5037,25.6518,67.1473,23.93,60.113405492664796,Low,Clear,Bus,2025-01-16 14:05:00,3,0
U6262,T15162,24.0283,67.8921,24.4742,67.4214,29.0,12.73296529793822,High,Fog,Bike,2025-01-02 08:44:00,3,0
U6263,T15163,25.4307,67.2257,25.7006,67.3773,11.92,44.68642552436616,Low,Clear,Bike,2025-01-11 15:50:00,5,1
U6264,T15164,24.2631,67.3674,23.8048,67.4663,21.41,26.577786909130317,Low,Rain,Bus,2025-01-17 12:57:00,4,0
U6265,T15165,25.4869,67.1921,25.3097,67.4355,29.64,24.941860285324736,High,Clear,Bike,2025-01-23 23:01:00,3,0
U6266,T15166,25.0805,67.1893,25.5345,67.2414,13.11,36.22609071003877,Medium,Clear,Bike,2025-01-15 06:03:00,2,0
U6267,T15167,24.8787,67.813,24.9401,68.2151,25.46,21.5059634999896,High,Clear,Car,2025-01-13 04:10:00,0,0
U6268,T15168,25.2204,67.9068,24.8833,67.4665,4.74,44.28516902169038,Low,Rain,Bike,2025-01-02 14:55:00,3,0
U6269,T15169,25.2729,66.8852,25.7107,67.3605,9.84,25.542575018002,High,Clear,Bus,2025-01-17 22:30:00,4,0
U6270,T15170,24.6513,66.9669,24.933,66.5027,9.46,51.27529330330305,Low,Clear,Bike,2025-01-18 06:57:00,5,1
U6271,T15171,24.768,67.8613,24.8952,67.9044,25.35,53.01000267972915,Medium,Clear,Bike,2025-01-16 21:36:00,3,0
U6272,T15172,24.2459,67.4055,23.9556,67.1276,19.89,38.9278059546191,Low,Rain,Bus,2025-01-05 01:26:00,6,1
U6273,T15173,25.1695,67.0204,25.1956,66.6332,20.07,25.60959237148237,High,Clear,Bus,2025-01-11 14:29:00,5,1
U6274,T15174,24.0398,67.423,24.1335,67.3347,24.59,31.36430484878716,Low,Rain,Bike,2025-01-19 15:58:00,6,1
U6275,T15175,25.354,66.987,25.7439,67.3154,11.73,18.79985400593994,Low,Fog,Bus,2025-01-19 21:38:00,6,1
U6276,T15176,24.1615,67.1992,24.2916,66.8404,16.91,24.947713656829762,Low,Fog,Bike,2025-01-29 20:09:00,2,0
U6277,T15177,25.4049,67.1562,25.7916,66.7244,5.81,37.462000784523255,Medium,Clear,Car,2025-01-25 20:53:00,5,1
U6278,T15178,24.0977,66.7354,23.7297,66.8992,5.49,18.388748400591577,High,Fog,Bus,2025-01-22 08:37:00,2,0
U6279,T15179,24.326,67.3657,24.2007,67.4277,27.55,45.349703582397304,Low,Clear,Bike,2025-01-22 07:37:00,2,0
U6280,T15180,25.2487,67.5777,25.1224,67.7447,1.61,15.316382159886578,High,Clear,Bus,2025-01-29 17:28:00,2,0
U6281,T15181,24.2926,67.2141,24.3151,67.6479,28.74,52.37898369206553,Low,Rain,Bike,2025-01-09 02:37:00,3,0
U6282,T15182,25.0428,66.699,24.762,66.4993,26.74,24.315114867849744,High,Clear,Car,2025-01-11 15:52:00,5,1
U6283,T15183,24.9039,67.5307,24.6542,67.9001,27.43,56.28171149563937,Low,Clear,Bus,2025-01-24 22:31:00,4,0
U6284,T15184,24.2584,67.9714,24.3953,68.0421,11.95,46.704905437076796,Low,Rain,Bus,2025-01-28 05:55:00,1,0
U6285,T15185,24.0562,67.9853,24.0162,67.6245,9.29,18.7088700790165,Medium,Fog,Bus,2025-01-03 01:24:00,4,0
U6286,T15186,24.9025,67.7391,25.1346,68.1827,29.25,70.36280053639273,Low,Clear,Bike,2025-01-01 16:47:00,2,0
U6287,T15187,25.2727,66.7186,25.0047,66.4302,12.66,37.14628226370861,High,Clear,Bus,2025-01-21 14:20:00,1,0
U6288,T15188,24.2534,66.8637,24.5807,66.8064,22.34,24.847625596292183,Medium,Rain,Bike,2025-01-27 00:41:00,0,0
U6289,T15189,24.8436,67.7868,24.8013,67.355,29.78,51.21730773277237,Low,Rain,Bus,2025-01-21 13:09:00,1,0
U6290,T15190,24.5329,67.1552,24.9381,67.2508,13.28,18.85619628837323,High,Rain,Car,2025-01-24 17:44:00,4,0
U6291,T15191,24.6054,67.9186,24.9747,67.5413,2.02,47.7228494659377,Low,Rain,Bus,2025-01-14 14:01:00,1,0
U6292,T15192,24.7297,67.3236,25.0267,67.7054,22.39,36.0153289917152,Medium,Rain,Bus,2025-01-21 06:43:00,1,0
U6293,T15193,25.1997,66.9983,24.8372,67.0163,25.21,27.34523071457266,High,Clear,Car,2025-01-02 00:59:00,3,0
U6294,T15194,24.7948,67.8356,24.8458,67.8499,13.81,33.23189721976339,High,Clear,Car,2025-01-11 05:15:00,5,1
U6295,T15195,24.3825,66.8139,24.5327,66.5401,4.53,18.858969003754815,High,Rain,Bike,2025-01-30 07:40:00,3,0
U6296,T15196,24.2024,67.448,24.246,67.3621,6.19,65.39521843669421,Low,Clear,Car,2025-01-15 01:48:00,2,0
U6297,T15197,24.1938,67.7894,24.618,67.4687,11.92,20.101662238238784,Medium,Fog,Car,2025-01-17 07:43:00,4,0
U6298,T15198,25.0749,66.571,24.9226,66.2518,26.41,15.899929073985442,High,Clear,Bus,2025-01-15 19:59:00,2,0
U6299,T15199,24.2144,67.2698,24.116,67.2921,26.35,31.861901660638292,Low,Clear,Car,2025-01-13 01:46:00,0,0
U6300,T15200,25.2155,66.6396,25.1181,66.8273,25.55,16.38723527784905,High,Clear,Bus,2025-01-29 14:25:00,2,0
U6301,T15201,24.9526,66.939,25.3577,66.6945,15.57,24.594104914861237,High,Rain,Bike,2025-01-20 10:48:00,0,0
U6302,T15202,24.9957,66.6868,25.189,66.2261,10.97,34.71514083073271,High,Clear,Bus,2025-01-29 10:46:00,2,0
U6303,T15203,24.4886,67.6359,24.1001,67.9274,28.64,40.123735652256414,Medium,Clear,Bike,2025-01-20 13:28:00,0,0
U6304,T15204,25.1047,67.843,25.1459,68.2247,6.94,31.259373148276627,Medium,Rain,Bus,2025-01-22 00:03:00,2,0
U6305,T15205,24.7494,67.7218,25.1371,67.5053,20.12,37.72504941322641,Medium,Clear,Car,2025-01-18 10:11:00,5,1
U6306,T15206,24.2387,67.043,24.4115,67.184,12.53,16.297989816805988,High,Rain,Bike,2025-01-09 04:09:00,3,0
U6307,T15207,25.4426,66.8712,25.8176,66.8919,10.76,26.440695701704886,Low,Fog,Car,2025-01-13 03:24:00,0,0
U6308,T15208,25.461,67.8719,24.975,68.3431,4.51,54.06340220390846,Low,Clear,Bus,2025-01-12 20:34:00,6,1
U6309,T15209,25.3381,67.0051,24.9581,66.6374,3.28,42.32907028451521,Medium,Clear,Car,2025-01-05 23:49:00,6,1
U6310,T15210,24.0328,67.8687,23.8573,67.8342,14.65,50.25176273073848,Low,Clear,Car,2025-01-18 23:30:00,5,1
U6311,T15211,25.2571,67.0714,25.5378,66.7436,4.7,32.8712116793522,Low,Rain,Bus,2025-01-25 03:06:00,5,1
U6312,T15212,25.2962,67.6185,25.6233,67.5637,17.27,17.169745054047112,High,Clear,Bike,2025-01-28 04:57:00,1,0
U6313,T15213,24.7015,67.6393,24.9893,67.782,8.96,14.795785929132897,High,Rain,Car,2025-01-06 17:23:00,0,0
U6314,T15214,24.4067,66.6003,24.0034,66.7654,3.98,51.79566901666433,Low,Clear,Bus,2025-01-24 13:44:00,4,0
U6315,T15215,25.439,66.7438,25.139,66.8325,15.84,20.871571016068113,High,Clear,Bike,2025-01-20 08:15:00,0,0
U6316,T15216,24.4083,66.5381,24.8007,66.9156,15.48,24.58162486610858,High,Rain,Car,2025-01-30 19:59:00,3,0
U6317,T15217,24.3637,66.6172,24.117,66.344,21.69,18.372934179305332,High,Clear,Car,2025-01-23 19:34:00,3,0
U6318,T15218,25.1739,67.4784,24.8295,67.7324,6.66,67.03824842429052,Low,Clear,Car,2025-01-06 20:59:00,0,0
U6319,T15219,25.0844,67.472,25.4093,67.0663,19.29,25.611551494523972,High,Clear,Bike,2025-01-23 08:00:00,3,0
U6320,T15220,24.0918,66.9149,24.0345,67.0412,3.26,48.65016348316002,Low,Rain,Bike,2025-01-08 13:19:00,2,0
U6321,T15221,25.0006,67.7263,25.2391,67.446,29.26,15.580669153940068,Medium,Fog,Bike,2025-01-11 23:07:00,5,1
U6322,T15222,24.5127,67.4699,24.8466,66.9983,12.03,31.90811530096701,Medium,Rain,Car,2025-01-13 00:48:00,0,0
U6323,T15223,25.0084,66.8994,25.0841,66.6588,7.23,32.48414793638185,Medium,Clear,Bus,2025-01-22 19:23:00,2,0
U6324,T15224,25.3337,67.2611,24.9996,67.4752,21.84,54.32941217226316,Low,Clear,Bus,2025-01-29 01:53:00,2,0
U6325,T15225,25.1826,67.5976,25.026,67.6271,20.81,23.290634822357767,Low,Rain,Bike,2025-01-11 14:42:00,5,1
U6326,T15226,24.6089,67.3535,24.8304,67.2172,2.77,39.815977449757476,Low,Clear,Bike,2025-01-05 00:28:00,6,1
U6327,T15227,24.9826,66.7725,24.6102,66.7812,4.68,27.306763914354715,Medium,Rain,Bus,2025-01-11 07:03:00,5,1
U6328,T15228,25.0098,66.5074,25.4855,66.8197,23.97,45.045417878030605,Medium,Clear,Car,2025-01-29 14:53:00,2,0
U6329,T15229,24.3533,67.3203,24.4126,67.3224,19.75,21.098080270507804,High,Clear,Bike,2025-01-21 17:21:00,1,0
U6330,T15230,25.4098,67.6051,24.9311,67.4247,17.25,24.44978855507301,High,Clear,Car,2025-01-14 09:37:00,1,0
U6331,T15231,25.1824,66.6623,25.4029,66.8302,11.41,17.49025378557742,Medium,Fog,Bike,2025-01-11 02:11:00,5,1
U6332,T15232,25.4324,67.3961,25.9047,67.0203,27.5,34.126526785577376,Low,Clear,Bus,2025-01-19 20:39:00,6,1
U6333,T15233,25.4072,66.931,25.0574,67.2682,25.99,36.70942634716636,Low,Clear,Bike,2025-01-18 02:50:00,5,1
U6334,T15234,24.727,67.0324,25.2074,67.1646,2.5,23.96305790948003,Medium,Clear,Bus,2025-01-19 14:10:00,6,1
U6335,T15235,24.849,67.6949,24.5919,67.3001,15.31,31.995064186986223,Medium,Clear,Bus,2025-01-14 22:15:00,1,0
U6336,T15236,25.0756,66.5101,25.3541,66.8685,6.1,30.942272734682913,High,Clear,Car,2025-01-16 14:43:00,3,0
U6337,T15237,24.4439,67.8893,23.9758,67.4464,18.7,56.9424429094971,Low,Clear,Bike,2025-01-25 05:56:00,5,1
U6338,T15238,24.5824,67.7407,25.0241,67.4375,21.48,20.86858275659423,High,Clear,Bike,2025-01-28 16:49:00,1,0
U6339,T15239,25.2742,67.1743,24.88,66.9155,24.03,37.95261890471498,Medium,Clear,Bus,2025-01-05 01:58:00,6,1
U6340,T15240,25.3297,66.948,25.2214,66.7655,6.39,35.07196451013666,Medium,Clear,Bike,2025-01-03 04:58:00,4,0
U6341,T15241,24.4399,66.7857,24.0411,66.3241,20.26,44.13961835860499,Low,Rain,Bus,2025-01-29 13:27:00,2,0
U6342,T15242,24.0688,67.7349,23.6448,67.7159,29.46,24.873602258724226,High,Rain,Car,2025-01-08 09:25:00,2,0
U6343,T15243,25.4086,67.5735,25.3439,67.7118,24.59,39.99317726814511,Low,Clear,Bike,2025-01-04 05:20:00,5,1
U6344,T15244,24.5072,66.6944,24.9356,66.7822,23.46,37.75573268658019,Low,Clear,Bus,2025-01-11 22:44:00,5,1
U6345,T15245,25.4034,67.6501,25.3465,67.6242,26.04,13.83416099073497,High,Rain,Bike,2025-01-09 19:13:00,3,0
U6346,T15246,25.0781,66.573,24.9479,66.7795,17.99,34.59963178548567,High,Clear,Bus,2025-01-08 15:01:00,2,0
U6347,T15247,24.0394,66.8685,24.3796,66.5176,5.85,24.179703370088653,High,Fog,Bus,2025-01-06 00:09:00,0,0
U6348,T15248,24.094,67.405,24.0248,66.9363,25.43,26.223556311387156,High,Rain,Car,2025-01-08 01:33:00,2,0
U6349,T15249,24.1194,67.9505,23.659,68.2917,10.41,55.36306886286954,Low,Clear,Bus,2025-01-12 03:59:00,6,1
U6350,T15250,25.194,66.8778,25.6504,67.2746,11.16,19.662237843026237,High,Rain,Bike,2025-01-17 07:03:00,4,0
U6351,T15251,24.6767,66.7984,24.2312,66.7212,3.07,49.34627067177465,Medium,Clear,Car,2025-01-23 09:17:00,3,0
U6352,T15252,24.5547,66.5213,24.8553,66.5791,1.24,25.805700613259205,Medium,Rain,Bus,2025-01-03 10:47:00,4,0
U6353,T15253,24.1199,66.7552,24.1393,67.2334,28.18,28.24061169611224,High,Clear,Bike,2025-01-11 02:29:00,5,1
U6354,T15254,24.9993,67.128,24.7647,67.0425,12.37,38.53763772333309,Medium,Rain,Bike,2025-01-13 15:05:00,0,0
U6355,T15255,24.7004,66.6145,24.6542,66.8448,18.92,21.610850156699858,High,Fog,Bus,2025-01-29 08:02:00,2,0
U6356,T15256,24.4674,66.8747,24.8288,66.4162,8.12,38.97002673801402,Low,Clear,Bike,2025-01-26 07:14:00,6,1
U6357,T15257,25.118,67.347,24.7465,67.1289,27.83,17.504045912220448,High,Clear,Car,2025-01-30 23:20:00,3,0
U6358,T15258,24.139,67.9688,23.6574,67.5344,26.52,55.760115737354084,Low,Clear,Bike,2025-01-30 06:56:00,3,0
U6359,T15259,25.0468,66.9509,24.8337,66.6446,12.24,46.60989287499759,Low,Clear,Bus,2025-01-17 14:42:00,4,0
U6360,T15260,24.9838,66.6641,25.1205,66.7649,12.15,27.837686288185758,Low,Clear,Bike,2025-01-18 13:27:00,5,1
U6361,T15261,25.4199,67.3203,25.5169,67.1275,1.31,67.88617845515202,Low,Clear,Bus,2025-01-06 20:59:00,0,0
U6362,T15262,25.3463,67.2403,24.9524,67.5686,7.04,15.725536790223055,High,Clear,Bike,2025-01-13 10:36:00,0,0
U6363,T15263,24.7249,66.916,24.6269,66.9604,1.31,21.59042755093713,High,Clear,Car,2025-01-06 18:27:00,0,0
U6364,T15264,25.353,67.5348,25.0035,67.4642,6.18,59.13807003836349,Low,Clear,Bike,2025-01-15 21:22:00,2,0
U6365,T15265,25.0326,67.5533,25.0568,67.9496,6.68,43.5684347431754,Low,Fog,Car,2025-01-08 13:14:00,2,0
U6366,T15266,24.4498,67.9646,24.5201,68.1281,26.48,69.64423357749165,Low,Clear,Bus,2025-01-01 00:48:00,2,0
U6367,T15267,24.7614,67.8099,25.0895,67.4097,18.92,30.94308445762762,High,Clear,Bus,2025-01-04 10:54:00,5,1
U6368,T15268,25.1396,66.9948,25.4576,66.7322,23.67,37.66245876535856,Low,Fog,Bike,2025-01-28 23:11:00,1,0
U6369,T15269,25.3551,66.6841,25.7461,66.2846,19.58,28.760735851564768,High,Clear,Bike,2025-01-19 07:17:00,6,1
U6370,T15270,24.7472,67.338,24.3558,67.5655,14.58,28.434558803487636,Medium,Rain,Car,2025-01-02 23:33:00,3,0
U6371,T15271,24.3264,67.6077,23.8437,67.6553,7.53,43.30248808427089,Low,Clear,Bus,2025-01-24 15:21:00,4,0
U6372,T15272,25.4858,66.8056,25.6308,67.0931,19.99,14.698263840229732,High,Rain,Car,2025-01-26 07:55:00,6,1
U6373,T15273,24.086,66.6715,24.1367,67.0344,26.66,21.276358193563492,High,Clear,Bike,2025-01-04 16:16:00,5,1
U6374,T15274,24.1966,67.0086,23.7076,66.9112,16.17,27.407765118653945,Medium,Rain,Bus,2025-01-27 14:18:00,0,0
U6375,T15275,24.7544,67.1422,24.4898,66.7315,4.0,47.50738556844269,Low,Fog,Car,2025-01-04 16:19:00,5,1
U6376,T15276,25.0148,66.7006,25.0102,66.6842,17.56,46.77866583475305,Medium,Clear,Bus,2025-01-03 22:00:00,4,0
U6377,T15277,24.4521,67.4828,24.443,67.5551,27.86,41.030605365931194,Medium,Clear,Bus,2025-01-11 00:41:00,5,1
U6378,T15278,24.6824,67.7469,24.5748,67.8137,19.3,28.91200903372849,Medium,Rain,Bus,2025-01-19 23:22:00,6,1
U6379,T15279,24.02,67.7611,23.6094,68.0151,29.4,42.55627419090017,Medium,Clear,Bike,2025-01-17 00:41:00,4,0
U6380,T15280,24.8243,67.4825,24.6134,67.9804,11.48,34.25065925486289,High,Clear,Bus,2025-01-11 02:30:00,5,1
U6381,T15281,25.3154,67.5898,25.3394,67.2603,4.87,44.01663364829725,Medium,Clear,Bus,2025-01-10 16:32:00,4,0
U6382,T15282,24.9396,67.4707,25.2191,67.8026,8.74,39.5133723156729,Medium,Clear,Car,2025-01-26 17:21:00,6,1
U6383,T15283,24.3774,66.8895,24.6869,66.8886,11.5,53.91302704866713,Low,Rain,Bike,2025-01-29 15:14:00,2,0
U6384,T15284,24.162,67.6067,24.3441,67.4901,21.49,41.7021815381355,Medium,Clear,Bus,2025-01-19 20:31:00,6,1
U6385,T15285,24.6195,67.2045,24.2483,67.3641,21.86,27.139135852427152,Medium,Clear,Bus,2025-01-08 05:50:00,2,0
U6386,T15286,25.0861,67.0702,25.0526,67.1497,10.81,40.05928462479634,Low,Clear,Bike,2025-01-27 21:04:00,0,0
U6387,T15287,24.0494,66.9348,24.3987,67.2677,15.43,19.66994687685729,High,Fog,Car,2025-01-13 09:35:00,0,0
U6388,T15288,24.6148,67.3035,24.7942,66.9696,26.17,24.0339475019755,High,Clear,Bike,2025-01-18 18:16:00,5,1
U6389,T15289,24.4839,66.9439,24.9777,67.0487,28.29,44.02627482237497,Low,Clear,Bus,2025-01-18 02:16:00,5,1
U6390,T15290,25.304,66.6067,25.5468,66.3575,4.5,39.97019844750031,Low,Clear,Bus,2025-01-27 14:11:00,0,0
U6391,T15291,24.022,67.6935,24.0424,67.7014,25.0,49.629933703076475,Low,Clear,Bike,2025-01-22 03:10:00,2,0
U6392,T15292,25.1823,66.59,25.0013,66.5714,19.63,41.35262042013461,Low,Rain,Bike,2025-01-16 11:53:00,3,0
U6393,T15293,24.2468,67.0191,24.177,66.878,19.98,37.71154463531355,Medium,Clear,Bike,2025-01-06 05:58:00,0,0
U6394,T15294,25.1211,67.9779,24.8714,68.135,2.03,48.55611591575677,Low,Clear,Bike,2025-01-08 23:48:00,2,0
U6395,T15295,24.9089,67.5946,25.2802,67.4591,4.98,33.56792026417591,Medium,Rain,Bike,2025-01-20 01:22:00,0,0
U6396,T15296,24.2951,67.5975,23.8388,67.9813,28.64,16.974032783961132,High,Clear,Car,2025-01-26 03:10:00,6,1
U6397,T15297,24.0212,67.3796,23.772,67.6623,24.44,62.52565619868428,Low,Clear,Car,2025-01-21 20:15:00,1,0
U6398,T15298,25.1713,67.2006,25.2667,66.7053,26.35,55.952662896047116,Low,Clear,Car,2025-01-07 16:33:00,1,0
U6399,T15299,25.3902,67.1042,25.8894,67.2019,1.28,27.55747516743581,High,Clear,Car,2025-01-28 18:10:00,1,0
U6400,T15300,24.3834,66.6806,24.832,66.9471,12.83,29.155655830417352,High,Clear,Car,2025-01-22 17:37:00,2,0
