start_lat,start_lon,end_lat,end_lon,distance_km,direct_distance_km,hour,day_of_week,is_weekend,is_peak_hour,traffic_High,traffic_Low,traffic_Medium,weather_Clear,weather_Fog,weather_Rain,vehicle_type_Bike,vehicle_type_Bus,vehicle_type_Car,speed_kmh
25.3465,67.3701,25.639,67.7781,12.01,52.29515381821158,12,3,0,0,1,0,0,1,0,0,1,0,0,19.762785477719405
25.363,67.328,25.4603,67.0337,14.25,31.476344439038087,12,0,0,0,0,1,0,1,0,0,1,0,0,63.23072445951942
25.2072,67.427,24.7574,67.6027,25.95,53.05803785442004,1,5,1,0,0,1,0,1,0,0,0,0,1,65.75332984495898
24.8608,66.9056,25.2909,66.4621,12.16,65.43958093430379,6,2,0,0,0,1,0,0,1,0,1,0,0,41.20456967446586
24.3489,66.5645,24.2257,66.2537,4.84,34.350556360867024,13,6,1,0,0,1,0,1,0,0,0,0,1,56.7719962401356
24.6228,67.7196,24.3548,67.8795,22.41,33.90967150427848,13,2,0,0,0,0,1,0,1,0,1,0,0,36.31633597700339
24.4217,66.5974,24.3368,66.5841,15.08,9.536066102998438,5,2,0,0,0,1,0,0,1,0,0,1,0,41.52593046831963
25.3393,66.9472,25.8147,66.6931,20.92,58.6849213832171,0,0,0,0,0,1,0,0,0,1,0,1,0,37.59182506599204
24.1783,66.7156,24.468,67.1956,14.27,58.336393470286474,22,4,0,0,0,1,0,1,0,0,0,1,0,46.277816430665624
24.205,67.2972,24.6228,66.9605,6.73,57.62383036124068,9,1,0,1,1,0,0,1,0,0,0,1,0,26.843451831089723
24.4993,66.7549,24.224,66.9732,22.62,37.76312586859105,9,2,0,1,0,0,1,1,0,0,1,0,0,35.84923834565554
24.7257,67.2504,25.1395,67.523,20.64,53.59725547932156,18,1,0,1,1,0,0,1,0,0,0,1,0,20.84917528418871
24.0371,67.037,24.3754,66.7265,14.54,49.05806102410655,11,4,0,0,0,0,1,0,0,1,0,0,1,25.39459536596457
24.2201,66.6497,24.6933,66.5582,4.3,53.42628892190941,20,0,0,0,0,0,1,1,0,0,1,0,0,26.738731897554462
25.1027,66.7588,25.0629,66.9099,26.89,15.847577121285036,17,6,1,1,1,0,0,0,0,1,0,0,1,15.28208972795885
25.1971,67.5009,25.0333,67.4169,4.55,20.08147799578439,12,5,1,0,0,1,0,0,0,1,1,0,0,19.509195770804336
24.0157,67.58,23.5864,67.7962,12.34,52.55981400209585,4,2,0,0,0,1,0,1,0,0,0,1,0,46.66403890459976
25.4556,67.0129,25.6322,66.9238,17.92,21.575900235662747,18,1,0,1,1,0,0,1,0,0,0,0,1,32.49496491984132
24.1694,66.8109,24.0307,67.0045,26.24,24.980344207916986,8,1,0,1,0,0,1,1,0,0,1,0,0,47.726726718837064
25.2009,67.8584,25.3746,67.5922,3.27,33.00519398134783,8,0,0,1,0,0,1,0,0,1,0,0,1,26.05762401001332
24.5501,67.694,24.8002,67.9983,7.5,41.45794578158186,5,4,0,0,0,0,1,1,0,0,0,1,0,35.585667793471565
25.1548,66.6685,24.9875,66.6365,23.87,18.880041034896024,9,6,1,1,1,0,0,0,1,0,0,1,0,19.21772994870059
24.804,66.6337,24.6489,66.183,29.85,48.67820676092482,3,5,1,0,0,0,1,1,0,0,0,1,0,21.75107074967879
25.0225,66.5273,25.3026,66.4052,24.11,33.48226163244877,22,1,0,0,0,1,0,1,0,0,0,1,0,37.54813299436103
24.6747,67.3728,24.4428,67.2504,9.0,28.603545043443127,1,1,0,0,0,1,0,1,0,0,0,0,1,60.92401784719481
24.8969,67.1654,25.3159,67.6008,18.14,63.97370237906677,5,2,0,0,0,0,1,1,0,0,0,1,0,31.070747477390196
25.4703,67.0771,25.2842,67.0356,12.47,21.109213630932825,10,5,1,0,1,0,0,1,0,0,0,1,0,17.145217664974375
24.5068,67.4649,24.5089,67.7199,22.1,25.801126345909204,3,2,0,0,0,0,1,1,0,0,0,0,1,25.499546494579036
24.9544,66.5935,24.6437,66.6822,4.93,35.68958956616261,23,0,0,0,0,0,1,1,0,0,0,1,0,43.30241117351538
25.1238,66.7959,25.2894,67.2284,2.35,47.24824635676497,16,0,0,0,1,0,0,1,0,0,1,0,0,33.584189418434526
24.5145,67.278,24.5744,67.0788,13.17,21.220901880524675,11,0,0,0,0,0,1,1,0,0,1,0,0,56.18022151535136
24.8125,67.023,24.8534,67.0913,13.54,8.25761008065387,15,2,0,0,0,0,1,1,0,0,0,0,1,45.66040687510274
24.3018,67.2082,24.7976,67.4076,26.28,58.703550255077836,19,0,0,1,1,0,0,0,1,0,0,0,1,16.65600322770266
24.3474,67.8341,24.2408,67.9911,22.01,19.841453390347315,21,2,0,0,0,1,0,1,0,0,1,0,0,67.62032636398037
24.8169,67.3828,24.7206,67.2813,12.96,14.821760295428604,23,3,0,0,0,1,0,0,0,1,1,0,0,46.5776350184403
24.0161,67.6985,24.1778,68.074,2.86,42.14317611898468,1,3,0,0,0,1,0,1,0,0,1,0,0,52.34419946374413
24.8909,66.7602,25.0464,66.5687,21.76,25.915321935796037,0,3,0,0,1,0,0,1,0,0,0,1,0,31.47887839397146
24.6474,66.5388,24.596,66.6511,15.76,12.709451110693331,14,5,1,0,0,0,1,1,0,0,0,0,1,43.208433955572865
24.8249,66.7809,24.4746,66.9442,23.87,42.30352885304627,10,2,0,0,1,0,0,1,0,0,0,1,0,28.84978819145521
25.4847,66.9005,25.3685,66.4302,25.17,48.964969699051274,21,5,1,0,0,0,1,1,0,0,0,1,0,52.30622460753951
24.0369,67.4493,23.7092,67.7169,6.85,45.47691836313179,17,2,0,1,0,0,1,1,0,0,1,0,0,36.35370982434879
24.0541,67.1716,24.4394,66.8761,22.74,52.27930096839196,4,4,0,0,0,1,0,0,0,1,1,0,0,42.1670468449252
24.827,67.3819,25.0048,67.2927,2.51,21.72069909978432,13,0,0,0,0,0,1,1,0,0,1,0,0,47.83085085008808
24.287,67.7089,23.998,67.4598,18.0,40.884564703195544,7,6,1,1,0,1,0,1,0,0,0,1,0,46.54952525653051
24.8093,67.9861,24.4082,67.8662,16.09,46.218083122331706,9,3,0,1,0,0,1,1,0,0,1,0,0,23.726414546611704
25.0748,66.6056,25.4562,66.1576,11.6,61.87142045719219,10,6,1,0,1,0,0,0,1,0,0,1,0,17.327022682706428
24.2285,67.9128,24.0589,68.0653,7.0,24.394441455046792,8,0,0,1,1,0,0,0,0,1,1,0,0,29.76785164479748
24.9633,67.9316,24.6053,68.4099,27.38,62.57928146322586,9,5,1,1,1,0,0,1,0,0,0,1,0,26.063757867325712
25.2267,66.6408,25.4155,66.4671,20.41,27.30466126265092,13,5,1,0,1,0,0,1,0,0,0,1,0,18.14771126333354
25.3629,67.582,25.8051,67.7971,3.63,53.69465241733989,12,2,0,0,0,1,0,1,0,0,0,1,0,55.90282569599005
25.2195,67.6956,24.9854,67.4178,3.59,38.21063927190228,19,3,0,1,1,0,0,1,0,0,0,1,0,17.449570820635948
25.1362,67.9592,25.4877,67.6038,21.38,52.95167404676482,4,1,0,0,0,1,0,1,0,0,0,0,1,58.76783271644264
24.2195,67.9786,24.2632,67.692,14.94,29.46191084827619,22,6,1,0,0,1,0,0,0,1,0,0,1,26.25151109711995
24.425,66.9988,24.4765,66.6906,4.37,31.718052576536376,14,3,0,0,1,0,0,1,0,0,0,0,1,24.704857569421183
25.1517,66.8009,25.6,66.4716,15.33,59.82812966354258,6,2,0,0,0,1,0,1,0,0,0,0,1,68.16158667042984
24.6078,66.5575,24.6085,66.6777,13.55,12.151970929562223,20,1,0,0,0,0,1,1,0,0,0,0,1,39.1739534525004
24.3094,67.7272,24.5984,68.1586,2.52,54.216450608041406,4,6,1,0,1,0,0,0,0,1,0,1,0,27.846284676021927
24.9138,67.2436,24.8922,67.285,18.58,4.816955678131166,14,3,0,0,0,0,1,0,0,1,1,0,0,29.279622158944555
25.4816,67.2397,25.1342,66.9409,29.98,48.932387140619696,10,2,0,0,0,0,1,1,0,0,0,1,0,44.74080499447976
24.5041,67.4674,24.9101,67.9453,16.85,66.09524820245554,10,4,0,0,0,0,1,1,0,0,1,0,0,24.746627475878537
24.7407,67.6887,24.9943,67.4625,24.01,36.27598795556139,4,5,1,0,1,0,0,0,1,0,0,0,1,18.30501943345581
24.1957,67.2578,24.6023,67.2722,3.61,45.23536642005128,2,6,1,0,1,0,0,1,0,0,1,0,0,30.423930485485545
24.076,66.5103,23.9692,66.0514,28.81,48.096748136022654,20,5,1,0,1,0,0,1,0,0,0,0,1,19.87009223621727
24.7006,66.7348,24.8902,67.0163,21.46,35.38257656009337,6,6,1,0,0,1,0,0,0,1,0,1,0,25.688628999180477
24.7252,67.2669,25.1592,67.766,27.45,69.72164464934656,21,2,0,0,0,1,0,1,0,0,0,0,1,29.735648451146087
25.1865,67.1979,25.446,67.374,9.45,33.851662622983795,0,0,0,0,0,1,0,1,0,0,0,0,1,50.39120036134576
24.7875,67.8977,24.8536,67.6308,11.65,27.921249966146846,11,6,1,0,0,1,0,1,0,0,0,1,0,67.74825963482265
25.3023,67.709,25.7904,67.7603,12.39,54.51771313394791,16,0,0,0,0,1,0,1,0,0,1,0,0,30.125056620451783
24.2377,67.9539,24.6668,68.1483,14.18,51.61201866993318,2,2,0,0,0,1,0,1,0,0,0,0,1,45.71340495866298
25.0604,67.0434,24.8742,66.5572,9.55,53.20452326085126,3,0,0,0,0,1,0,0,0,1,0,1,0,31.378238142266905
24.0137,67.0921,24.1647,66.6247,21.26,50.32955541211488,20,3,0,0,0,1,0,1,0,0,0,1,0,65.38620050142796
24.3437,66.9807,23.9204,66.7131,20.17,54.340376570739,8,5,1,1,1,0,0,1,0,0,1,0,0,19.07382419757189
24.3977,67.8544,24.5381,67.3788,29.57,50.60332584720381,22,5,1,0,0,1,0,1,0,0,1,0,0,69.64244975709624
25.0173,66.6147,25.3152,66.3372,15.79,43.3268039981062,17,3,0,1,0,0,1,1,0,0,1,0,0,27.32040424168068
24.9235,66.8889,24.5267,66.6416,22.65,50.70147076787323,0,5,1,0,0,1,0,0,1,0,1,0,0,25.494850371499535
25.2341,67.2914,25.4103,67.2008,27.33,21.605377628664826,14,1,0,0,0,0,1,1,0,0,0,1,0,25.93181527237576
24.6113,66.9261,25.0337,66.658,2.98,54.20467640580555,5,1,0,0,0,1,0,0,0,1,0,0,1,43.040928570975815
25.1653,67.7829,25.0778,67.4863,5.21,31.405879296643327,3,6,1,0,0,1,0,1,0,0,0,1,0,54.3509503147861
24.9616,67.3037,25.162,67.6037,8.05,37.545542268010315,2,4,0,0,0,0,1,1,0,0,0,0,1,28.87011670974688
24.2644,67.2003,23.9396,67.1432,6.52,36.5781847300201,18,5,1,1,1,0,0,0,0,1,1,0,0,16.10686949094212
24.0383,66.6542,23.8445,66.2418,22.67,47.126835491252415,20,5,1,0,0,1,0,0,0,1,0,1,0,28.61767201320252
24.9852,66.7401,25.0784,67.2313,12.3,50.562170177176846,11,1,0,0,0,1,0,0,0,1,1,0,0,33.34979898707941
24.2874,67.1819,24.2638,66.7056,20.24,48.350390535978335,1,3,0,0,0,1,0,1,0,0,1,0,0,59.4375494688081
24.153,66.8586,23.8199,67.3436,26.33,61.64116505357188,23,3,0,0,0,1,0,0,0,1,1,0,0,23.7135432868212
24.5406,66.6363,24.4351,66.4621,16.55,21.174438650859088,22,3,0,0,1,0,0,1,0,0,0,1,0,22.258017092828347
25.0413,67.2637,24.9088,67.0726,13.18,24.250961794374533,7,2,0,1,1,0,0,1,0,0,0,1,0,28.2255335987112
24.2548,67.4698,24.7144,67.1919,3.04,58.331744349189194,14,0,0,0,0,1,0,1,0,0,0,1,0,56.248846416519264
24.9537,66.8314,25.4444,66.7022,28.19,56.09043190573834,19,4,0,1,1,0,0,1,0,0,0,0,1,36.92979665370443
25.1344,67.2691,25.0334,67.236,4.65,11.714952235837758,1,2,0,0,0,1,0,1,0,0,0,1,0,45.23479693797337
25.2845,67.832,25.0741,68.2466,16.57,47.83277134536022,6,1,0,0,0,0,1,1,0,0,1,0,0,43.12025406723052
24.0373,67.5234,24.1039,67.4447,11.22,10.894220342132535,17,0,0,1,1,0,0,0,0,1,0,0,1,14.383768607967964
24.3427,67.5105,24.7145,67.0503,7.69,62.26098708080688,20,5,1,0,0,1,0,1,0,0,0,0,1,57.43489252594209
24.8806,66.9019,25.3708,67.3411,8.68,70.18625399665144,22,3,0,0,1,0,0,0,1,0,0,1,0,23.74166465179501
24.3042,66.7005,23.8974,66.2121,17.74,67.10915663606146,18,4,0,1,1,0,0,1,0,0,0,0,1,25.130661182793578
24.9419,67.6396,25.3244,67.1719,14.75,63.4482947968248,17,4,0,1,1,0,0,0,0,1,0,1,0,23.71402985907601
25.1654,67.3345,25.0727,66.9258,22.51,42.418916528092204,14,5,1,0,0,1,0,1,0,0,1,0,0,69.07011880084038
24.4986,66.8205,24.4033,66.904,27.64,13.554756346488182,13,6,1,0,0,1,0,0,0,1,0,0,1,33.74159446862819
24.83,67.4679,25.123,67.8021,16.71,46.8637323410543,19,2,0,1,1,0,0,1,0,0,0,1,0,26.45038361424462
24.2923,67.2592,24.2682,66.9443,8.96,32.03029973950096,11,5,1,0,1,0,0,1,0,0,0,0,1,18.89626720796181
24.6123,66.6429,24.1994,66.6492,19.81,45.91681682678721,20,3,0,0,1,0,0,0,1,0,0,1,0,17.837431585684723
25.4041,67.0193,25.6927,66.8554,19.89,36.05813675515838,17,0,0,1,0,0,1,0,1,0,0,1,0,33.15318428185501
24.0677,66.671,24.5438,67.0477,14.99,65.26790217139343,22,5,1,0,0,1,0,1,0,0,1,0,0,48.007238974011926
24.202,67.866,24.5175,67.5019,13.41,50.901900458767365,1,1,0,0,0,1,0,1,0,0,0,1,0,62.81550886918222
25.2248,67.471,25.5553,67.4683,5.26,36.75092411450834,10,4,0,0,1,0,0,1,0,0,0,0,1,21.517856629718423
24.6913,66.8655,24.9995,66.6728,1.02,39.40205186138827,7,0,0,1,0,0,1,1,0,0,1,0,0,34.965379844778624
25.1768,66.8467,24.8771,66.7484,4.62,34.765732579588594,11,2,0,0,0,1,0,1,0,0,1,0,0,47.702087540943474
24.9903,67.1804,25.1427,66.8393,14.63,38.30832078777871,9,4,0,1,1,0,0,1,0,0,0,0,1,18.949830639803626
25.426,67.2837,25.138,66.9411,19.09,47.03297608485621,2,6,1,0,0,1,0,1,0,0,0,1,0,56.90444805136351
24.6465,67.0565,25.0908,66.9442,8.19,50.686270658498785,22,2,0,0,1,0,0,1,0,0,1,0,0,14.6947161317252
24.1134,67.6264,24.0114,67.3162,8.17,33.47525503307077,20,2,0,0,0,1,0,1,0,0,1,0,0,54.03069345414782
24.4999,67.9951,24.296,68.3807,25.51,45.15280834845257,10,3,0,0,1,0,0,1,0,0,0,0,1,30.18532324934714
25.2513,67.13,24.9009,67.6143,6.45,62.427320264656764,2,5,1,0,0,0,1,1,0,0,0,1,0,42.05075979790771
24.1524,67.8619,24.1556,68.2061,29.56,34.92422980413969,5,0,0,0,0,1,0,1,0,0,0,1,0,68.87416047095746
24.9048,67.7055,25.1314,68.196,18.52,55.4759080001903,5,5,1,0,1,0,0,1,0,0,0,0,1,25.38670925377539
24.885,67.652,24.4177,67.2198,1.3,67.88063771572975,1,6,1,0,0,1,0,1,0,0,0,1,0,36.683290649730054
25.1733,66.9176,25.1395,66.7189,19.76,20.348884418828902,1,2,0,0,1,0,0,0,0,1,0,0,1,13.43407518540773
25.2911,66.5488,25.0948,66.497,20.39,22.441202833498934,17,0,0,1,1,0,0,0,0,1,1,0,0,15.331436922501082
24.1156,67.9007,24.0453,68.1449,13.49,25.99392322199254,8,3,0,1,1,0,0,1,0,0,0,1,0,14.571800280901082
25.1042,67.6631,25.4305,67.7872,13.18,38.368936562499826,5,5,1,0,1,0,0,1,0,0,0,0,1,32.11384416927159
24.1133,67.7097,24.4559,67.7307,19.33,38.15479632529375,3,0,0,0,0,0,1,0,1,0,1,0,0,16.64576013537024
25.0152,66.6267,24.66,66.1398,6.19,63.03962757071054,20,5,1,0,0,0,1,1,0,0,0,0,1,22.311800320114628
24.8288,66.6537,25.2766,66.5956,27.57,50.13586040499725,2,0,0,0,0,0,1,0,0,1,0,0,1,28.722606265124416
24.2693,66.5647,24.6856,66.2691,13.55,55.1154320219017,10,3,0,0,0,0,1,0,1,0,0,1,0,27.680143869684013
24.4755,67.5465,24.256,67.6281,17.59,25.768803219786797,18,1,0,1,0,0,1,0,0,1,1,0,0,24.995273938005234
24.7447,67.8268,25.1734,67.4447,27.1,61.28710980244692,4,5,1,0,0,1,0,1,0,0,0,0,1,50.76815232110457
24.044,67.3405,23.9015,67.1709,27.18,23.40962454759206,20,2,0,0,0,0,1,0,0,1,0,1,0,29.74418934071713
25.3132,67.2071,24.8892,66.8801,16.12,57.50629417445373,15,2,0,0,0,0,1,1,0,0,0,0,1,53.64524727903364
24.1361,67.0602,24.1206,67.0718,20.37,2.0871635690739305,13,0,0,0,1,0,0,0,0,1,1,0,0,22.18815897610945
24.1447,67.1761,24.2424,67.1882,9.45,10.93284781406587,23,0,0,0,0,0,1,0,1,0,1,0,0,20.838506019495277
25.3021,67.8374,25.4302,67.6757,9.74,21.60669445724812,12,4,0,0,1,0,0,1,0,0,1,0,0,30.75541948841275
24.2679,67.6418,24.5616,67.1713,19.3,57.75805566587576,5,3,0,0,0,0,1,1,0,0,0,0,1,41.84292881576548
24.8443,66.8406,25.152,66.619,25.23,40.858069990542624,0,4,0,0,0,0,1,0,1,0,0,0,1,19.475829111012292
24.2077,67.0368,23.7862,66.5952,20.5,64.87704254197558,2,2,0,0,1,0,0,1,0,0,0,0,1,29.79218064297533
24.6552,67.9987,24.7813,68.2953,13.5,33.077536681339936,23,6,1,0,0,0,1,1,0,0,0,1,0,51.693359686384674
24.3118,66.9423,24.6059,66.8301,9.59,34.61816539882033,14,4,0,0,0,0,1,1,0,0,1,0,0,23.050152859269172
25.1994,67.0305,24.7469,67.2295,14.93,54.16667618717418,15,3,0,0,0,0,1,1,0,0,0,0,1,37.1648492998318
24.6849,67.8257,24.3898,67.8561,15.58,32.95739294651345,1,0,0,0,0,1,0,0,1,0,0,0,1,23.11707569576464
24.3499,67.861,24.0365,68.1021,24.15,42.57268374393646,10,5,1,0,0,0,1,1,0,0,0,0,1,39.38867338016458
24.9175,67.2073,24.5677,67.1361,28.28,39.554991858697726,1,6,1,0,0,1,0,1,0,0,0,0,1,36.05920125470156
24.0412,67.0276,24.4288,66.9549,13.02,43.724990229418836,6,6,1,0,0,1,0,1,0,0,1,0,0,66.07074770036446
24.1459,67.1474,23.6715,67.2076,15.59,53.10464297189029,21,2,0,0,0,1,0,1,0,0,0,0,1,52.883037035870245
24.7403,67.8689,25.1154,67.5748,18.63,51.17736239626529,21,1,0,0,0,1,0,0,1,0,0,1,0,34.098669653189795
24.1081,67.8028,23.7558,67.8436,5.44,39.39283341105679,8,6,1,1,1,0,0,1,0,0,0,1,0,28.97798080875674
25.0501,66.8706,25.0099,66.9847,20.95,12.334311653419373,15,6,1,0,0,1,0,0,1,0,1,0,0,42.833988877007386
25.0857,67.6313,25.1961,67.3702,13.14,29.00812762312719,5,3,0,0,0,1,0,1,0,0,1,0,0,45.32890488304088
24.6309,67.6726,24.1883,67.6555,14.39,49.245323111646755,2,3,0,0,0,0,1,0,0,1,1,0,0,26.289600241148207
24.157,66.843,24.271,67.1016,6.54,29.12806236888204,21,1,0,0,0,1,0,1,0,0,1,0,0,43.38028010861555
24.3658,67.7284,23.9965,67.8175,17.69,42.047152969859724,7,1,0,1,0,0,1,1,0,0,0,0,1,30.80534584312587
24.0148,66.6918,24.412,66.9801,1.22,52.96696737648732,23,4,0,0,0,1,0,1,0,0,0,0,1,54.42111719563247
25.4102,66.5607,25.1313,66.6712,25.86,32.942653600044856,22,0,0,0,0,1,0,1,0,0,0,1,0,34.55678341047524
25.0915,67.8112,24.7146,67.5525,19.56,49.36757222688638,19,5,1,1,1,0,0,1,0,0,0,1,0,34.28926395867287
24.4902,67.1799,24.5611,67.2819,12.75,12.98560155386385,5,1,0,0,0,1,0,1,0,0,0,0,1,66.54043417773377
25.2451,66.7303,25.7049,67.1725,19.56,67.70849623759551,18,6,1,1,0,0,1,1,0,0,0,1,0,53.596716917274705
24.6616,66.512,25.0009,66.1965,16.44,49.36727029675432,0,1,0,0,0,1,0,1,0,0,0,1,0,30.413829071190417
25.4115,67.7584,25.4196,67.6346,1.06,12.466228072460755,18,6,1,1,1,0,0,1,0,0,0,0,1,37.16229435350769
25.4533,66.5848,25.47,66.195,4.73,39.17795966465345,10,3,0,0,1,0,0,1,0,0,0,0,1,28.604983599072895
24.7552,66.7681,24.5592,66.5514,18.82,30.895747898805578,18,0,0,1,1,0,0,1,0,0,0,0,1,23.789588471501403
24.0533,67.9573,23.7721,67.7996,26.3,35.13769167329879,20,6,1,0,0,0,1,0,0,1,1,0,0,33.60699987356391
24.1943,66.5194,23.7311,66.3606,22.28,53.97386716862571,9,2,0,1,1,0,0,1,0,0,0,1,0,25.455230833056593
25.1653,67.877,25.0756,68.2721,7.28,41.00922363339602,19,6,1,1,0,0,1,1,0,0,0,1,0,33.770001254538776
24.0997,67.3722,24.0182,67.2364,12.99,16.499949856649085,2,1,0,0,1,0,0,0,1,0,0,0,1,17.87947934983409
25.2902,67.0373,25.2353,67.1847,23.49,16.03044234949606,18,0,0,1,1,0,0,1,0,0,1,0,0,18.91399667065142
24.0213,67.3196,24.0768,66.8557,18.5,47.50824294669374,7,3,0,1,0,1,0,0,0,1,1,0,0,37.26204567073559
25.3123,67.2747,25.1574,66.8543,12.3,45.65860402665216,10,6,1,0,0,0,1,0,0,1,0,1,0,36.73754205263882
25.3563,67.3287,25.6552,67.4956,1.59,37.218223380600875,4,6,1,0,0,0,1,1,0,0,1,0,0,24.1183030935167
24.343,67.5784,24.347,67.4477,6.65,13.248351598705378,22,4,0,0,0,1,0,0,1,0,0,0,1,44.030426618690655
25.2548,67.0189,25.6198,66.701,21.04,51.63567906852263,21,2,0,0,0,1,0,1,0,0,0,1,0,67.33000874588917
25.3685,67.5182,25.3714,67.8116,17.7,29.480037975742015,14,6,1,0,0,0,1,0,1,0,0,1,0,33.70464171552736
25.0658,67.3202,25.0274,67.1264,19.71,19.98461048960945,18,2,0,1,0,0,1,1,0,0,1,0,0,51.269973919818085
25.467,67.292,25.2702,67.3165,23.9,22.02117387068296,21,6,1,0,0,1,0,1,0,0,0,1,0,67.04629700522086
24.1815,67.2862,24.3833,67.7185,15.25,49.2282959823245,18,3,0,1,1,0,0,0,0,1,0,0,1,28.271510225304727
24.1761,67.3471,23.8848,67.0896,26.72,41.6300173152993,18,3,0,1,1,0,0,1,0,0,0,1,0,31.225008196093448
24.0941,67.7385,23.8666,67.6547,26.08,26.691116688587744,20,4,0,0,0,1,0,0,0,1,0,1,0,48.27838144199806
24.9529,67.8233,24.6706,68.0259,21.26,37.46324428355709,18,0,0,1,1,0,0,1,0,0,0,0,1,21.688362586129585
24.7322,67.6949,25.1646,67.7546,28.08,48.45595191134914,21,6,1,0,0,1,0,1,0,0,0,0,1,34.08702653781105
24.7927,66.8169,24.3402,67.2187,17.31,64.67429417723969,14,3,0,0,0,1,0,1,0,0,1,0,0,32.92315475633937
24.9322,67.4753,24.7531,67.2207,15.71,32.50554581785061,18,0,0,1,1,0,0,0,0,1,0,0,1,18.142140341996804
25.3295,67.6744,25.5351,67.2844,6.11,45.3479575216163,0,0,0,0,0,0,1,0,0,1,1,0,0,19.93996758776379
24.2798,67.3789,24.1778,67.2819,15.87,15.01271483480742,6,0,0,0,0,1,0,1,0,0,0,1,0,46.666889483251005
24.6969,67.7981,24.927,67.4104,22.52,46.753108480966475,14,1,0,0,0,0,1,1,0,0,0,1,0,50.227401543791814
24.2658,67.6108,24.3821,67.6705,5.53,14.276797632263472,13,6,1,0,1,0,0,1,0,0,1,0,0,22.040464458993203
24.0391,67.2708,24.5314,66.8903,15.75,66.96192718832059,10,2,0,0,1,0,0,1,0,0,0,0,1,17.789924104136215
24.6403,67.9756,24.1421,68.1463,10.57,58.03184397428091,13,6,1,0,0,1,0,0,0,1,1,0,0,52.7160776779303
24.885,66.8999,24.5376,66.8872,2.03,38.65041310280263,17,6,1,1,0,0,1,1,0,0,0,0,1,45.70974510908981
24.5892,67.8472,24.7888,68.3171,23.34,52.40600450479239,9,1,0,1,1,0,0,1,0,0,0,0,1,25.49217367605109
25.3093,67.2634,25.637,67.1151,13.45,39.36236710069393,3,1,0,0,0,1,0,1,0,0,1,0,0,49.144991136720414
25.094,67.6778,25.5848,67.7956,12.96,55.84372532188114,18,5,1,1,0,0,1,1,0,0,0,0,1,29.6674911231476
25.235,67.596,24.79,67.5541,14.93,49.66154418432264,22,4,0,0,0,0,1,1,0,0,0,0,1,42.08038573920127
24.3578,67.2937,24.7783,67.0427,15.43,53.20302653001618,5,0,0,0,0,0,1,0,0,1,0,1,0,36.12852422969877
24.9153,67.2416,24.5506,67.4811,4.93,47.21860435817961,13,3,0,0,1,0,0,1,0,0,0,1,0,16.019918183933555
25.1976,67.5454,24.824,67.4318,10.0,43.09073678510068,1,2,0,0,1,0,0,0,0,1,0,1,0,13.094106163346016
24.1652,66.841,24.1497,66.6504,20.66,19.41434813263548,12,3,0,0,0,1,0,0,0,1,0,1,0,39.37780638410028
25.0724,67.6242,24.883,67.9459,27.7,38.66479832966223,0,2,0,0,0,1,0,1,0,0,0,1,0,38.26030005679199
24.5752,66.7251,24.7714,66.8443,14.43,24.920337100947773,16,3,0,0,1,0,0,1,0,0,0,0,1,34.87691534534956
24.377,67.5962,24.4376,67.6445,1.97,8.326195658105796,11,4,0,0,0,1,0,0,1,0,0,0,1,23.135276826134103
25.2003,66.7425,24.7172,66.8062,22.4,54.100734321713766,21,4,0,0,0,1,0,0,0,1,0,0,1,40.959428843223705
24.7943,66.5804,24.7661,66.516,23.19,7.218258925043984,4,3,0,0,0,1,0,1,0,0,1,0,0,39.934034289048675
24.778,66.8715,24.515,67.1805,21.8,42.784069273261416,6,5,1,0,0,1,0,0,0,1,1,0,0,38.51788058660803
24.4147,66.9746,24.1774,67.282,17.51,40.82665195770238,13,2,0,0,0,1,0,1,0,0,1,0,0,57.69563179616113
24.498,67.3046,24.9547,66.9966,17.81,59.55322106792386,12,6,1,0,0,1,0,1,0,0,1,0,0,50.416380815024425
25.0845,66.8954,25.1687,67.0291,16.36,16.395993506638707,1,5,1,0,0,0,1,1,0,0,0,1,0,38.141823175259454
24.6312,67.7942,24.4872,68.2112,14.61,45.11079262329325,16,3,0,0,0,1,0,1,0,0,0,0,1,46.15223600444568
24.519,66.6663,24.7116,66.2489,12.21,47.31875937048796,8,2,0,1,1,0,0,1,0,0,1,0,0,26.88483823938274
24.471,67.0015,24.7122,67.0905,1.87,28.289588003475934,9,4,0,1,1,0,0,1,0,0,0,0,1,33.04035991300299
24.9363,67.3466,24.4844,67.1534,29.83,53.905669734473335,15,1,0,0,0,1,0,1,0,0,1,0,0,45.61232347365484
25.4018,66.8616,25.895,67.0066,5.79,56.73468542835224,6,0,0,0,0,1,0,1,0,0,0,0,1,58.44884875347706
24.886,67.5672,24.5976,67.1387,28.41,53.86052300755831,14,5,1,0,0,1,0,1,0,0,0,1,0,52.64699428463633
24.9591,66.6107,24.8124,67.1075,17.5,52.70044344409486,11,2,0,0,1,0,0,1,0,0,0,1,0,18.137575763499324
25.0357,67.0043,25.4176,67.0602,8.55,42.83600265822605,20,2,0,0,1,0,0,1,0,0,0,1,0,15.885890902354186
24.2438,67.2241,23.8388,67.0392,20.55,48.791468128201615,23,1,0,0,0,1,0,1,0,0,1,0,0,45.49218860558289
25.2286,67.7594,25.5505,67.7167,6.4,36.04974719308428,12,1,0,0,1,0,0,1,0,0,0,1,0,22.399680061121792
